method,args,client_zone,server_zone,value,status,wait_ms,exec_ms,turn_ms,total_ms,start_ms,end_ms
getPopulationofCountry,Belgium,2,2,15411242,OK,0,80,161,217,1758223025072,1758223025290
getPopulationofCountry,Philippines,3,3,61881622,OK,0,91,172,228,1758223025290,1758223025519
getPopulationofCountry,Ireland,3,3,3907506,OK,0,80,161,217,1758223025519,1758223025736
getPopulationofCountry,Ireland,3,3,3907506,OK,0,80,161,216,1758223025737,1758223025953
getPopulationofCountry,Ireland,3,3,3907506,OK,0,80,161,216,1758223025954,1758223026171
getPopulationofCountry,Belgium,2,2,15411242,OK,0,80,161,213,1758223026172,1758223026385
getPopulationofCountry,Senegal,4,4,5996338,OK,0,83,164,218,1758223026386,1758223026605
getPopulationofCountry,Senegal,4,4,5996338,OK,0,80,161,215,1758223026605,1758223026821
getPopulationofCountry,Poland,5,5,29145131,OK,0,83,164,217,1758223026822,1758223027039
getPopulationofCountry,Comoros,2,2,361020,OK,0,83,165,220,1758223027040,1758223027260
getPopulationofCountry,Greece,2,2,8833274,OK,0,80,161,217,1758223027261,1758223027478
getPopulationofCountry,Guadeloupe,5,5,374575,OK,0,80,161,216,1758223027479,1758223027695
getPopulationofCountry,Guadeloupe,5,5,374575,OK,0,80,161,213,1758223027695,1758223027909
getPopulationofCountry,Guadeloupe,5,5,374575,OK,0,80,161,217,1758223027910,1758223028127
getPopulationofCountry,Guadeloupe,5,5,374575,OK,0,80,161,216,1758223028127,1758223028344
getPopulationofCountry,Turkey,4,4,63717971,OK,0,80,161,216,1758223028345,1758223028562
getPopulationofCountry,Sweden,5,5,9362428,OK,0,81,162,214,1758223028562,1758223028777
getPopulationofCountry,Switzerland,2,2,7375148,OK,0,81,162,218,1758223028778,1758223028996
getPopulationofCountry,Tonga,1,1,49007,OK,0,82,163,216,1758223028996,1758223029212
getPopulationofCountry,Tonga,1,1,49007,OK,0,80,161,216,1758223029213,1758223029429
getPopulationofCountry,Honduras,2,2,3328228,OK,0,80,161,214,1758223029430,1758223029645
getPopulationofCountry,Ukraine,3,3,32847337,OK,0,81,162,217,1758223029645,1758223029863
getPopulationofCountry,Ukraine,3,3,32847337,OK,0,80,161,213,1758223029863,1758223030076
getPopulationofCountry,Ukraine,3,3,32847337,OK,0,80,160,215,1758223030077,1758223030293
getPopulationofCountry,Guyana,4,4,369776,OK,0,81,162,216,1758223030293,1758223030509
getPopulationofCountry,Comoros,1,1,361020,OK,0,81,162,215,1758223030510,1758223030726
getPopulationofCountry,Comoros,1,1,361020,OK,0,80,161,214,1758223030726,1758223030940
getPopulationofCountry,Belgium,5,5,15411242,OK,0,80,161,216,1758223030941,1758223031157
getPopulationofCountry,Japan,4,4,100848918,OK,0,81,162,215,1758223031157,1758223031373
getPopulationofCountry,Guyana,1,1,369776,OK,0,82,163,215,1758223031374,1758223031589
getPopulationofCountry,Swaziland,5,5,276340,OK,0,82,163,218,1758223031590,1758223031808
getPopulationofCountry,Swaziland,5,5,276340,OK,0,80,161,216,1758223031809,1758223032026
getPopulationofCountry,Swaziland,5,5,276340,OK,0,80,161,214,1758223032026,1758223032241
getPopulationofCountry,Swaziland,5,5,276340,OK,0,80,161,216,1758223032242,1758223032459
getPopulationofCountry,Cambodia,5,5,3639169,OK,0,80,161,214,1758223032459,1758223032673
getPopulationofCountry,Cameroon,4,4,8684197,OK,0,83,164,216,1758223032674,1758223032890
getPopulationofCountry,Switzerland,1,1,7375148,OK,0,85,166,221,1758223032891,1758223033112
getPopulationofCountry,Tajikistan,5,5,1907246,OK,0,82,163,216,1758223033112,1758223033329
getPopulationofCountry,Tajikistan,5,5,1907246,OK,0,80,161,216,1758223033330,1758223033547
getPopulationofCountry,"United States",1,1,266998322,OK,0,80,161,217,1758223033547,1758223033765
getPopulationofCountry,Belgium,3,3,15411242,OK,0,84,165,221,1758223033766,1758223033987
getPopulationofCountry,Belgium,3,3,15411242,OK,0,80,161,216,1758223033987,1758223034204
getPopulationofCountry,Belgium,3,3,15411242,OK,0,80,161,217,1758223034204,1758223034422
getPopulationofCountry,Tonga,3,3,49007,OK,0,81,161,215,1758223034422,1758223034638
getPopulationofCountry,Ireland,1,1,3907506,OK,0,83,165,218,1758223034638,1758223034857
